3Langs,Item,answer_id,anon_id,L1,gender,course_id,level_id,class_id,question_id,version,text1_len,text2_len,text3_len,text1,"text2 (line breaks/extra spaces removed, spaces added to reach 60)",text3 (edits made to fix word counts),Judgement,Notes
Y,K1329,12407,eq8,Korean,Male,320,5,g,1815,1,83,80,80,"My country, Korea, has 'New Years Day.' It is on January first. At that time, Korean people eat 'DDuk-kuk.' Its ingredients are rice cake, white soup, scallions, garlic, eggs, seaweed, salt and pepper. Even thought I eat many times, I do not know the recipe. When people eat 'DDuk-kuk', it means that Korean people become one year older. We calculate different age ways. 'DDuk-kuk' is poured by bowl with seaweed and eggs of decorations. We can use spoon and chopsticks.","My country, Korea, has 'New Years Day.' It is on January first. At that time, Korean people eat 'DDuk-kuk.' Its ingredients are rice cake, white soup, scallions, garlic, eggs, seaweed, salt and pepper. Even thought I eat many times, I do not know the recipe. When people eat 'DDuk-kuk', it means that Korean people become one year older. We calculate different age ways. 'DDuk-kuk' is poured by bowl with seaweed and eggs of decorations. We can use spoon and chopsticks.","My country, Korea, has 'New Years Day.' It is on January first. At that time, Korean people eat 'DDuk-kuk.' Its ingredients are rice cake, white soup, scallions, garlic, eggs, seaweed, salt and pepper. Even thought I eat many times, I do not know the recipe. When people eat 'DDuk-kuk', it means that Korean people become one year older. We calculate different age ways. 'DDuk-kuk' is poured by bowl with seaweed and eggs of decorations. We can use spoon and chopsticks.",3,
Y,K1335,12531,cc4,Korean,Male,320,5,g,1815,2,105,102,102,"In Korea, we prepare a lot of the dishes in New Year's Day. For example, we eat ""Galbi"", which is made from beef short ribs in New Year's Day. We also eat rice dumpling soup. When we cook rice dumpling soup, we put rice cake in the soup. The soup symbolizes cleanliness. After eating the soup, we think that we add a year of our age. Also, we have a custom. We perform a New Year's bow to older people. If we bow the people, we would be able to get money. That is why; we hope that we have many cousins.","In Korea, we prepare a lot of the dishes in New Year's Day. For example, we eat ""Galbi"", which is made from beef short ribs in New Year's Day. We also eat rice dumpling soup. When we cook rice dumpling soup, we put rice cake in the soup. The soup symbolizes cleanliness. After eating the soup, we think that we add a year of our age. Also, we have a custom. We perform a New Year's bow to older people. If we bow the people, we would be able to get money. That is why; we hope that we have many cousins.","In Korea, we prepare a lot of the dishes in New Year's Day. For example, we eat ""Galbi"", which is made from beef short ribs in New Year's Day. We also eat rice dumpling soup. When we cook rice dumpling soup, we put rice cake in the soup. The soup symbolizes cleanliness. After eating the soup, we think that we add a year of our age. Also, we have a custom. We perform a New Year's bow to older people. If we bow the people, we would be able to get money. That is why; we hope that we have many cousins.",3,
Y,K1340,12594,dy7,Korean,Female,320,5,g,1815,1,81,80,80,"Chusuck is Korean Thanks giving day. Therefore we have great meal in Chusuck, that's why I like chusuck the most. On Chusuck, we prepare many kinds of Korean traditional food as well as various kinds of fruit like nuts, apples, pears, rice to celebrate harvesting abandunt products from the earth. Especially, we prepare moon shaped rice cake which all family get together and participate in cooking. It was made of rice flour dough and mixing diced nuts and resin. inside.","Chusuck is Korean Thanks giving day. Therefore we have great meal in Chusuck, that's why I like chusuck the most. On Chusuck, we prepare many kinds of Korean traditional food as well as various kinds of fruit like nuts, apples, pears, rice to celebrate harvesting abandunt products from the earth. Especially, we prepare moon shaped rice cake which all family get together and participate in cooking. It was made of rice flour dough and mixing diced nuts and resin. inside.","Chusuck is Korean Thanks giving day. Therefore we have great meal in Chusuck, that's why I like chusuck the most. On Chusuck, we prepare many kinds of Korean traditional food as well as various kinds of fruit like nuts, apples, pears, rice to celebrate harvesting abandunt products from the earth. Especially, we prepare moon shaped rice cake which all family get together and participate in cooking. It was made of rice flour dough and mixing diced nuts and resin. inside.",3,
Y,S230,12403,fj0,Spanish,Female,320,5,g,1815,1,255,254,258,"In Mexico we have a lot of different holidays and each one has a special food. Each state has a characteristic meal. My favorite holiday meal is ""tamales."" You can prepare it in a very different ways and sizes and buy it in a restaurant or prepare at home. I prefer home made tamales with vegetables and chicken.
To do tamales you need:
+ 'Masa'
+ Cornhusks
+ Fillings
+ Steamer
The first thing to do is get the 'Masa.' You can buy it in a special place called 'tortilleria' or you can buy Tamales mix already prepared. Put the 'Masa' in a bowl and add shortening(can be vegetable or pork), salt to taste and mix until the dough is smooth.
When the 'Masa' is ready, put it into the cornhusks and spread it. Next, add the filling. The filling are the most important ingredient because it give flavor to the tamales. You can prepare meat, chicken,vegetables,beans or something sweet like raisins or strawberries.
For the feeling I usually prepare chicken with vegetables. In a pot put chicken, potatoes,squashes and carrots and cook it until the chicken is well-done. Add salt to taste and fill the 'masa.' Now are ready to cook. Use a steamer and cook it for one hour or two. The time depends of the quantity and the size of the tamal so you can check after an hour and see if are done.
Finally you can add beans side to the tamales and salsa and sour cream on the top.

","In Mexico we have a lot of different holidays and each one has a special food. Each state has a characteristic meal. My favorite holiday meal is ""tamales."" You can prepare it in a very different ways and sizes and buy it in a restaurant or prepare at home. I prefer home made tamales with vegetables and chicken. To do tamales you need: + 'Masa' + Cornhusks + Fillings + Steamer The first thing to do is get the 'Masa.' You can buy it in a special place called 'tortilleria' or you can buy Tamales mix already prepared. Put the 'Masa' in a bowl and add shortening(can be vegetable or pork), salt to taste and mix until the dough is smooth. When the 'Masa' is ready, put it into the cornhusks and spread it. Next, add the filling. The filling are the most important ingredient because it give flavor to the tamales. You can prepare meat, chicken,vegetables,beans or something sweet like raisins or strawberries. For the feeling I usually prepare chicken with vegetables. In a pot put chicken, potatoes,squashes and carrots and cook it until the chicken is well-done. Add salt to taste and fill the 'masa.' Now are ready to cook. Use a steamer and cook it for one hour or two. The time depends of the quantity and the size of the tamal so you can check after an hour and see if are done. Finally you can add beans side to the tamales and salsa and sour cream on the top. ","In Mexico we have a lot of different holidays and each one has a special food. Each state has a characteristic meal. My favorite holiday meal is ""tamales."" You can prepare it in a very different ways and sizes and buy it in a restaurant or prepare at home. I prefer home made tamales with vegetables and chicken. To do tamales you need: + 'Masa' + Cornhusks + Fillings + Steamer The first thing to do is get the 'Masa.' You can buy it in a special place called 'tortilleria' or you can buy Tamales mix already prepared. Put the 'Masa' in a bowl and add shortening (can be vegetable or pork), salt to taste and mix until the dough is smooth. When the 'Masa' is ready, put it into the cornhusks and spread it. Next, add the filling. The filling are the most important ingredient because it give flavor to the tamales. You can prepare meat, chicken, vegetables, beans or something sweet like raisins or strawberries. For the feeling I usually prepare chicken with vegetables. In a pot put chicken, potatoes, squashes and carrots and cook it until the chicken is well-done. Add salt to taste and fill the 'masa.' Now are ready to cook. Use a steamer and cook it for one hour or two. The time depends of the quantity and the size of the tamal so you can check after an hour and see if are done. Finally you can add beans side to the tamales and salsa and sour cream on the top. ",3,
Y,C828,13003,dt4,Chinese,Female,316,4,g,1859,2,90,90,90,"I got my toefl score last semester. I had been planning for 6 months. Before I got the qualify score, I'd been worrying about the speaking part test. Before I started practicing English, I had given up several times. But as soon as I began studying hard. I'd been practicing the speaking part for 4 months. So far I have found the best way to speak since I started practicing. I have been solving the hard part. As the result, when I started to speak, I knew I could pass.","I got my toefl score last semester. I had been planning for 6 months. Before I got the qualify score, I'd been worrying about the speaking part test. Before I started practicing English, I had given up several times. But as soon as I began studying hard. I'd been practicing the speaking part for 4 months. So far I have found the best way to speak since I started practicing. I have been solving the hard part. As the result, when I started to speak, I knew I could pass.","I got my toefl score last semester. I had been planning for 6 months. Before I got the qualify score, I'd been worrying about the speaking part test. Before I started practicing English, I had given up several times. But as soon as I began studying hard. I'd been practicing the speaking part for 4 months. So far I have found the best way to speak since I started practicing. I have been solving the hard part. As the result, when I started to speak, I knew I could pass.",3,
Y,C830,13007,bl7,Chinese,Female,316,4,g,1859,2,194,194,194,"I made a Taiwanese beef stew successfully last Sunday. I had been trying almost 10 times before I finally made a tasty, delicious beef stew. The difficult part of this dish was not how to cook it, but how to make it soft, chewy and strongly flavored. In addition, I really wanted to make it as delicious as my mother had cooked for me before. Although I had already asked my mother the tips before I made it, I still failed several times. By the time I succeeded, I had tried several ways and methods to try to figure out the secrets to success. I was very dejected and I really didn't get it. However, I would not give up. Finally, I decided to use brown sugar instead of white sugar and another seasoning, and I did it. I have never felt so happy and sorrowful at the same time, because when I ate the most delicious beef stew, it also evoked the feeling that I left my own hometown and my dearest father and mother. Ever since that success, I have been cooking the beef stew and making it perfectly during the week.","I made a Taiwanese beef stew successfully last Sunday. I had been trying almost 10 times before I finally made a tasty, delicious beef stew. The difficult part of this dish was not how to cook it, but how to make it soft, chewy and strongly flavored. In addition, I really wanted to make it as delicious as my mother had cooked for me before. Although I had already asked my mother the tips before I made it, I still failed several times. By the time I succeeded, I had tried several ways and methods to try to figure out the secrets to success. I was very dejected and I really didn't get it. However, I would not give up. Finally, I decided to use brown sugar instead of white sugar and another seasoning, and I did it. I have never felt so happy and sorrowful at the same time, because when I ate the most delicious beef stew, it also evoked the feeling that I left my own hometown and my dearest father and mother. Ever since that success, I have been cooking the beef stew and making it perfectly during the week.","I made a Taiwanese beef stew successfully last Sunday. I had been trying almost 10 times before I finally made a tasty, delicious beef stew. The difficult part of this dish was not how to cook it, but how to make it soft, chewy and strongly flavored. In addition, I really wanted to make it as delicious as my mother had cooked for me before. Although I had already asked my mother the tips before I made it, I still failed several times. By the time I succeeded, I had tried several ways and methods to try to figure out the secrets to success. I was very dejected and I really didn't get it. However, I would not give up. Finally, I decided to use brown sugar instead of white sugar and another seasoning, and I did it. I have never felt so happy and sorrowful at the same time, because when I ate the most delicious beef stew, it also evoked the feeling that I left my own hometown and my dearest father and mother. Ever since that success, I have been cooking the beef stew and making it perfectly during the week.",3,
Y,K1377,13004,be2,Korean,Male,316,4,g,1859,1,117,109,113,"The golf is mental sport,because I have to do a lot of think and I take a lot of practice and effort. I started to learn to play golf for my job in 1990. I had taken to learn to play golf to private teacher(teaching pro) about 5 months,before I first went to a country club. I had been thinking about why I have to learn to play golf when I learned to play golf to private teacher. sometimes I was practicing golf swing while I wasn't eating lunch. I've been playing golf since I learned to play golf. I've already won the competition,but I've never gotten hole-in-one yet.","The golf is mental sport,because I have to do a lot of think and I take a lot of practice and effort. I started to learn to play golf for my job in 1990. I had taken to learn to play golf to private teacher(teaching pro) about 5 months,before I first went to a country club. I had been thinking about why I have to learn to play golf when I learned to play golf to private teacher. sometimes I was practicing golf swing while I wasn't eating lunch. I've been playing golf since I learned to play golf. I've already won the competition,but I've never gotten hole-in-one yet.","The golf is mental sport, because I have to do a lot of think and I take a lot of practice and effort. I started to learn to play golf for my job in 1990. I had taken to learn to play golf to private teacher (teaching pro) about 5 months, before I first went to a country club. I had been thinking about why I have to learn to play golf when I learned to play golf to private teacher. sometimes I was practicing golf swing while I wasn't eating lunch. I've been playing golf since I learned to play golf. I've already won the competition, but I've never gotten hole-in-one yet.",3,
Y,K1378,13009,fu6,Korean,Male,316,4,g,1859,1,197,195,195,"I had experienced an funny event when I went to cosco with my girlfriend. We had been going many times to cosco during we were together. On a rainy day, it was very crowded there. Usually, we had enjoyed our shopping but on this day we tried to buy our stuffs as fast as we could. We had always walked by the hands but for a moment we let our hands to grab something. After I grabed her hands again but I realized that she was more than 10 feets behind me. I was very surprised. Ever than I was surprised before. Because of the fact that I had been holding another woman's hand until I realized it. In addition, the funny fact was that the woman hadn't been knowing either. She had been thinking that my hand was her boyfriends hand. My girlfriend was very angry about this situation but finally she began laughing. After this event she has been talking about it several times which has been making my mind feeling sorry for her. Finally, it hasn't happened again because I has been very carefully who I has been walking by the hand.","I had experienced an funny event when I went to cosco with my girlfriend. We had been going many times to cosco during we were together. On a rainy day, it was very crowded there. Usually, we had enjoyed our shopping but on this day we tried to buy our stuffs as fast as we could. We had always walked by the hands but for a moment we let our hands to grab something. After I grabed her hands again but I realized that she was more than 10 feets behind me. I was very surprised. Ever than I was surprised before. Because of the fact that I had been holding another woman's hand until I realized it. In addition, the funny fact was that the woman hadn't been knowing either. She had been thinking that my hand was her boyfriends hand. My girlfriend was very angry about this situation but finally she began laughing. After this event she has been talking about it several times which has been making my mind feeling sorry for her. Finally, it hasn't happened again because I has been very carefully who I has been walking by the hand.","I had experienced an funny event when I went to cosco with my girlfriend. We had been going many times to cosco during we were together. On a rainy day, it was very crowded there. Usually, we had enjoyed our shopping but on this day we tried to buy our stuffs as fast as we could. We had always walked by the hands but for a moment we let our hands to grab something. After I grabed her hands again but I realized that she was more than 10 feets behind me. I was very surprised. Ever than I was surprised before. Because of the fact that I had been holding another woman's hand until I realized it. In addition, the funny fact was that the woman hadn't been knowing either. She had been thinking that my hand was her boyfriends hand. My girlfriend was very angry about this situation but finally she began laughing. After this event she has been talking about it several times which has been making my mind feeling sorry for her. Finally, it hasn't happened again because I has been very carefully who I has been walking by the hand.",3,
Y,S234,13005,fs4,Spanish,Male,316,4,g,1859,1,88,87,87,"Last Februay I started a relationship with a girl. She was the most beautiful girl I had never seem before, and I knew I had fallen in love since the first time I saw her. But it didn't be easy to win her love. I had been doing everything I could for two months before she finally accepted. Now I have come to US so I cannot stay with her. But both of us have been trying to keep our relationship, and we will see what happen.","Last Februay I started a relationship with a girl. She was the most beautiful girl I had never seem before, and I knew I had fallen in love since the first time I saw her. But it didn't be easy to win her love. I had been doing everything I could for two months before she finally accepted. Now I have come to US so I cannot stay with her. But both of us have been trying to keep our relationship, and we will see what happen.","Last Februay I started a relationship with a girl. She was the most beautiful girl I had never seem before, and I knew I had fallen in love since the first time I saw her. But it didn't be easy to win her love. I had been doing everything I could for two months before she finally accepted. Now I have come to US so I cannot stay with her. But both of us have been trying to keep our relationship, and we will see what happen.",3,
Y,C878,13485,fk9,Chinese,Male,283,4,w,1929,2,592,576,576," You want to have a happy life, you should master much knowledge. If you don't have enough knowledge today, you should study in the school and become a student. So you must choose the different types of schools, you would become different type's student. As we know, according to the different ages and culture of students, the types of students are divided into three types: the primary student, the middle school student, and the college student.
The first type of student is the primary student who is youngest. When you are 6 years old, you should study in grade 1 in the primary school by the law in China. There are 6 grades in the primary school. The age of the students is usually from 6 to 12. You would study the basic knowledge. For example, you major in native language, foreign languages, math, music, gym, drawing and science, but the knowledge is relatively simple. Through studying, it could make you know daily life knowledge and the use of basic language. So it is important for you to make the strong basis of the knowledge in the primary school.
The second type of student is the middle school student who is younger. After graduating from the primary school, you should go to the middle school. There are 6 grades in the middle school, which is divided into two periods: junior middle school and high school. When you are in the junior school, you should receive the secondary education, and begin to study some subjects, such as chemistry, physics, secondary math and native language and foreign language, which are more intricate for you to study than them in the primary school. Especially, there is the most important period in the high school because you should pass the college entrance exam after graduating from the high school. During the high school, it is tough for you to study for the college entrance exam, and there is too much homework to do every day. When you succeed in the college entrance exam, you can enter the college.
The third type of student is the college student who is young and receives the high education. It is divided into two groups: the undergraduate and grad student. Fist of all, when you become an undergraduate at a four-year college or university, you would major in some field, such as math, biology, chemistry, physics, literature, history, economics, music. When you graduate, you would receive a degree- probably a B.A. or B.S., depending on your major. If you who continue your study after graduation are in graduate school, you are a grad student. You are in a master's program or a doctoral program. After two more years, you would receive a master's degree-probably an M.A., M.S., M.B.A., or M.F.A. If you attend for three or more years, you would get a Ph.D. This is the highest university degree. In addition, there is spare time that you could attend in college or university, such as a short term or evening university.
Today, it is rapidly developing age in the science and technology, you must master enough knowledge in order to keep up with the times, and you could work well in the society. So you should unceasingly study, and you would choose one type in accordance with different characteristics of above those types. In general, when you become a college student, including undergraduate and grad student, you would have a bright future after graduating.
","You want to have a happy life, you should master much knowledge. If you don't have enough knowledge today, you should study in the school and become a student. So you must choose the different types of schools, you would become different type's student. As we know, according to the different ages and culture of students, the types of students are divided into three types: the primary student, the middle school student, and the college student. The first type of student is the primary student who is youngest. When you are 6 years old, you should study in grade 1 in the primary school by the law in China. There are 6 grades in the primary school. The age of the students is usually from 6 to 12. You would study the basic knowledge. For example, you major in native language, foreign languages, math, music, gym, drawing and science, but the knowledge is relatively simple. Through studying, it could make you know daily life knowledge and the use of basic language. So it is important for you to make the strong basis of the knowledge in the primary school. The second type of student is the middle school student who is younger. After graduating from the primary school, you should go to the middle school. There are 6 grades in the middle school, which is divided into two periods: junior middle school and high school. When you are in the junior school, you should receive the secondary education, and begin to study some subjects, such as chemistry, physics, secondary math and native language and foreign language, which are more intricate for you to study than them in the primary school. Especially, there is the most important period in the high school because you should pass the college entrance exam after graduating from the high school. During the high school, it is tough for you to study for the college entrance exam, and there is too much homework to do every day. When you succeed in the college entrance exam, you can enter the college. The third type of student is the college student who is young and receives the high education. It is divided into two groups: the undergraduate and grad student. Fist of all, when you become an undergraduate at a four-year college or university, you would major in some field, such as math, biology, chemistry, physics, literature, history, economics, music. When you graduate, you would receive a degree- probably a B.A. or B.S., depending on your major. If you who continue your study after graduation are in graduate school, you are a grad student. You are in a master's program or a doctoral program. After two more years, you would receive a master's degree-probably an M.A., M.S., M.B.A., or M.F.A. If you attend for three or more years, you would get a Ph.D. This is the highest university degree. In addition, there is spare time that you could attend in college or university, such as a short term or evening university. Today, it is rapidly developing age in the science and technology, you must master enough knowledge in order to keep up with the times, and you could work well in the society. So you should unceasingly study, and you would choose one type in accordance with different characteristics of above those types. In general, when you become a college student, including undergraduate and grad student, you would have a bright future after graduating.","You want to have a happy life, you should master much knowledge. If you don't have enough knowledge today, you should study in the school and become a student. So you must choose the different types of schools, you would become different type's student. As we know, according to the different ages and culture of students, the types of students are divided into three types: the primary student, the middle school student, and the college student. The first type of student is the primary student who is youngest. When you are 6 years old, you should study in grade 1 in the primary school by the law in China. There are 6 grades in the primary school. The age of the students is usually from 6 to 12. You would study the basic knowledge. For example, you major in native language, foreign languages, math, music, gym, drawing and science, but the knowledge is relatively simple. Through studying, it could make you know daily life knowledge and the use of basic language. So it is important for you to make the strong basis of the knowledge in the primary school. The second type of student is the middle school student who is younger. After graduating from the primary school, you should go to the middle school. There are 6 grades in the middle school, which is divided into two periods: junior middle school and high school. When you are in the junior school, you should receive the secondary education, and begin to study some subjects, such as chemistry, physics, secondary math and native language and foreign language, which are more intricate for you to study than them in the primary school. Especially, there is the most important period in the high school because you should pass the college entrance exam after graduating from the high school. During the high school, it is tough for you to study for the college entrance exam, and there is too much homework to do every day. When you succeed in the college entrance exam, you can enter the college. The third type of student is the college student who is young and receives the high education. It is divided into two groups: the undergraduate and grad student. Fist of all, when you become an undergraduate at a four-year college or university, you would major in some field, such as math, biology, chemistry, physics, literature, history, economics, music. When you graduate, you would receive a degree- probably a B.A. or B.S., depending on your major. If you who continue your study after graduation are in graduate school, you are a grad student. You are in a master's program or a doctoral program. After two more years, you would receive a master's degree-probably an M.A., M.S., M.B.A., or M.F.A. If you attend for three or more years, you would get a Ph.D. This is the highest university degree. In addition, there is spare time that you could attend in college or university, such as a short term or evening university. Today, it is rapidly developing age in the science and technology, you must master enough knowledge in order to keep up with the times, and you could work well in the society. So you should unceasingly study, and you would choose one type in accordance with different characteristics of above those types. In general, when you become a college student, including undergraduate and grad student, you would have a bright future after graduating.",3,
Y,C879,13486,el9,Chinese,Female,283,4,w,1929,1,396,386,385,"
School is a small society. Students are the majority in schools. Every student has his/her abilities and potential for learning. Students can be classified into three groups: genius, normal students, and below average students.

First, some students have an unusually high level of intelligence as we said they are genius. They have special gifts that make them have higher understanding to learn new skills. For instance, they learn new skills quickly, and they are very talented on learning without spending too much time; instead they do have spare time to think about and figure out new theories, inventions or puzzles. For example, Einstein was probably the greatest mathematical genius of all time that equations of special relativity, E = mc2 , is the incredible theory in the world. Newton figured out the gravity theory and created Newton's law of motion. Therefore, they always have the ideas that normal people can not think of.

Second, most of students are in average and normal that means they have the same IQ or level on learning abilities. Only they work hard to improve themselves to achieve their goals. For example, these students put the certain amount efforts to get better grades. In addition, the more you work harder, the more feedbacks you got. These students barely have fancy ideas in their heads. On the other hand, they are down to earth, such as if you want to get good grades or good performance at your academic work; you have to plan on daily study. However, it is possible for them to have excellent academic scores if they do work hard.

Lastly, a few students have disabilities on learning and they are usually below average. Some of them truly are mental challenged that they can not learn skills very well. For instance, people with Alzheimer's disease have lower mental demand, and they can not think properly. However, those learning disabilities students often have a big heart and patient on education. On the contrary, some students who don't have any learning disorders, but they can not accomplish learning. The possible reason is they are just being lazy to learn and discover knowledge. They have lower learning desires to enhance themselves.

Overall, these three kinds of students: genius, normal students, and below average students are we normally we can see in schools.
","School is a small society. Students are the majority in schools. Every student has his/her abilities and potential for learning. Students can be classified into three groups: genius, normal students, and below average students. First, some students have an unusually high level of intelligence as we said they are genius. They have special gifts that make them have higher understanding to learn new skills. For instance, they learn new skills quickly, and they are very talented on learning without spending too much time; instead they do have spare time to think about and figure out new theories, inventions or puzzles. For example, Einstein was probably the greatest mathematical genius of all time that equations of special relativity, E = mc2 , is the incredible theory in the world. Newton figured out the gravity theory and created Newton's law of motion. Therefore, they always have the ideas that normal people can not think of. Second, most of students are in average and normal that means they have the same IQ or level on learning abilities. Only they work hard to improve themselves to achieve their goals. For example, these students put the certain amount efforts to get better grades. In addition, the more you work harder, the more feedbacks you got. These students barely have fancy ideas in their heads. On the other hand, they are down to earth, such as if you want to get good grades or good performance at your academic work; you have to plan on daily study. However, it is possible for them to have excellent academic scores if they do work hard. Lastly, a few students have disabilities on learning and they are usually below average. Some of them truly are mental challenged that they can not learn skills very well. For instance, people with Alzheimer's disease have lower mental demand, and they can not think properly. However, those learning disabilities students often have a big heart and patient on education. On the contrary, some students who don't have any learning disorders, but they can not accomplish learning. The possible reason is they are just being lazy to learn and discover knowledge. They have lower learning desires to enhance themselves. Overall, these three kinds of students: genius, normal students, and below average students are we normally we can see in schools.","School is a small society. Students are the majority in schools. Every student has his/her abilities and potential for learning. Students can be classified into three groups: genius, normal students, and below average students. First, some students have an unusually high level of intelligence as we said they are genius. They have special gifts that make them have higher understanding to learn new skills. For instance, they learn new skills quickly, and they are very talented on learning without spending too much time; instead they do have spare time to think about and figure out new theories, inventions or puzzles. For example, Einstein was probably the greatest mathematical genius of all time that equations of special relativity, E = mc2, is the incredible theory in the world. Newton figured out the gravity theory and created Newton's law of motion. Therefore, they always have the ideas that normal people can not think of. Second, most of students are in average and normal that means they have the same IQ or level on learning abilities. Only they work hard to improve themselves to achieve their goals. For example, these students put the certain amount efforts to get better grades. In addition, the more you work harder, the more feedbacks you got. These students barely have fancy ideas in their heads. On the other hand, they are down to earth, such as if you want to get good grades or good performance at your academic work; you have to plan on daily study. However, it is possible for them to have excellent academic scores if they do work hard. Lastly, a few students have disabilities on learning and they are usually below average. Some of them truly are mental challenged that they can not learn skills very well. For instance, people with Alzheimer's disease have lower mental demand, and they can not think properly. However, those learning disabilities students often have a big heart and patient on education. On the contrary, some students who don't have any learning disorders, but they can not accomplish learning. The possible reason is they are just being lazy to learn and discover knowledge. They have lower learning desires to enhance themselves. Overall, these three kinds of students: genius, normal students, and below average students are we normally we can see in schools.",3,
Y,C888,13517,dt4,Chinese,Female,283,4,w,1929,2,300,290,290,"
 Different people have different habits. In my point of view, some of them have very bad habits. Some people have the habit of always bothering other people. Parents may spoil their children and make them have a lot of harmful habits. Students also have a lot of horrible habits.
 First of all, some people have the habit of bothering other peoples. One illustration is when someone smokes in the public places it will be bothersome to the surrounding women and children. Another example is to talk to your friends with full mouth or while biting a nail or pencil. 
 Secondly, parents might spoil their children and make them have a lot of harmful habits. Some parents let their babies to sleep with them, which might make their children to become excessively dependent on them. Others allow their children eat a lot of junk food like candies, chips, chocolate and ice cream. It will hurt their children's health. Some parents also don't want their children to do house cleaning, cook, or wash clothes, and this will make it hard for their children to live alone when they grow up. If they don't know to do the basic housework, how can they live a colorful life?
Finally, students also have a lot of horrible habits. One example is to wait until the deadline to do their homework. Some become so addicted to playing video games overnight that they sleep in class. These things certainly will not help them get a good grade.
 All in all, different people have different bad habits. If you are in that situation, in my opinion, you need to notice them and get rid of them. It will help you to be more successful in your whole life.
","Different people have different habits. In my point of view, some of them have very bad habits. Some people have the habit of always bothering other people. Parents may spoil their children and make them have a lot of harmful habits. Students also have a lot of horrible habits. First of all, some people have the habit of bothering other peoples. One illustration is when someone smokes in the public places it will be bothersome to the surrounding women and children. Another example is to talk to your friends with full mouth or while biting a nail or pencil. Secondly, parents might spoil their children and make them have a lot of harmful habits. Some parents let their babies to sleep with them, which might make their children to become excessively dependent on them. Others allow their children eat a lot of junk food like candies, chips, chocolate and ice cream. It will hurt their children's health. Some parents also don't want their children to do house cleaning, cook, or wash clothes, and this will make it hard for their children to live alone when they grow up. If they don't know to do the basic housework, how can they live a colorful life? Finally, students also have a lot of horrible habits. One example is to wait until the deadline to do their homework. Some become so addicted to playing video games overnight that they sleep in class. These things certainly will not help them get a good grade. All in all, different people have different bad habits. If you are in that situation, in my opinion, you need to notice them and get rid of them. It will help you to be more successful in your whole life.","Different people have different habits. In my point of view, some of them have very bad habits. Some people have the habit of always bothering other people. Parents may spoil their children and make them have a lot of harmful habits. Students also have a lot of horrible habits. First of all, some people have the habit of bothering other peoples. One illustration is when someone smokes in the public places it will be bothersome to the surrounding women and children. Another example is to talk to your friends with full mouth or while biting a nail or pencil. Secondly, parents might spoil their children and make them have a lot of harmful habits. Some parents let their babies to sleep with them, which might make their children to become excessively dependent on them. Others allow their children eat a lot of junk food like candies, chips, chocolate and ice cream. It will hurt their children's health. Some parents also don't want their children to do house cleaning, cook, or wash clothes, and this will make it hard for their children to live alone when they grow up. If they don't know to do the basic housework, how can they live a colorful life? Finally, students also have a lot of horrible habits. One example is to wait until the deadline to do their homework. Some become so addicted to playing video games overnight that they sleep in class. These things certainly will not help them get a good grade. All in all, different people have different bad habits. If you are in that situation, in my opinion, you need to notice them and get rid of them. It will help you to be more successful in your whole life.",3,
