3Langs,Item,answer_id,anon_id,L1,gender,course_id,level_id,class_id,question_id,version,text1_len,text2_len,text3_len,text1,"text2 (line breaks/extra spaces removed, spaces added to reach 60)",text3 (edits made to fix word counts),Judgement,Notes
Y,K1200,11525,bu4,Korean,Female,217,4,r,1667,1,142,142,142,"The first thing we can learn from Caral is Caral had served as a major trade center for the region. Shady found necklaces of smail and the seeds of the coca plant, which did not come from Caral, so we know the rich trading environment and the fact that there were elite grades who did not work for producing food so it could be a proof of urban society emerged.
 Second, what sustained such a trading center was not food. The early farmers in Caral redirected area rivers into trenches and canals to bring water to their fields.
 Last, she found that the farmers of Caral grew the cottn that the fishmen needed to make the nets, and the fishermen gave them shellfish and dried fish in exchange for these nets. These trading made the resources of the sea more readily available.","The first thing we can learn from Caral is Caral had served as a major trade center for the region. Shady found necklaces of smail and the seeds of the coca plant, which did not come from Caral, so we know the rich trading environment and the fact that there were elite grades who did not work for producing food so it could be a proof of urban society emerged. Second, what sustained such a trading center was not food. The early farmers in Caral redirected area rivers into trenches and canals to bring water to their fields. Last, she found that the farmers of Caral grew the cottn that the fishmen needed to make the nets, and the fishermen gave them shellfish and dried fish in exchange for these nets. These trading made the resources of the sea more readily available.","The first thing we can learn from Caral is Caral had served as a major trade center for the region. Shady found necklaces of smail and the seeds of the coca plant, which did not come from Caral, so we know the rich trading environment and the fact that there were elite grades who did not work for producing food so it could be a proof of urban society emerged. Second, what sustained such a trading center was not food. The early farmers in Caral redirected area rivers into trenches and canals to bring water to their fields. Last, she found that the farmers of Caral grew the cottn that the fishmen needed to make the nets, and the fishermen gave them shellfish and dried fish in exchange for these nets. These trading made the resources of the sea more readily available.",1,
Y,K1205,11541,aa8,Korean,Female,217,4,r,1667,1,124,121,121,"First, Caral was well civilized, although it is old city. And, the evidence from excavation work showed that Caral people had musical instruments and cotton seeds.
Second, Caral people had traded their cotton net to get dried fish or shellfish. In addition to, they had trenches and canals to bring water to their fields but they did not take advantages based on storing large amount of food supplies. 
Finally, Caral civilization fell and it didn't disappear overnight. They could become the center of power but they couldn't be the center. 

In conclusion, I think they should have survived now because they had power and intelligence to continue their civilization. Therefore I only think they couldn't prepare the changes around their environment.","First, Caral was well civilized, although it is old city. And, the evidence from excavation work showed that Caral people had musical instruments and cotton seeds. Second, Caral people had traded their cotton net to get dried fish or shellfish. In addition to, they had trenches and canals to bring water to their fields but they did not take advantages based on storing large amount of food supplies. Finally, Caral civilization fell and it didn't disappear overnight. They could become the center of power but they couldn't be the center. In conclusion, I think they should have survived now because they had power and intelligence to continue their civilization. Therefore I only think they couldn't prepare the changes around their environment.","First, Caral was well civilized, although it is old city. And, the evidence from excavation work showed that Caral people had musical instruments and cotton seeds. Second, Caral people had traded their cotton net to get dried fish or shellfish. In addition to, they had trenches and canals to bring water to their fields but they did not take advantages based on storing large amount of food supplies. Finally, Caral civilization fell and it didn't disappear overnight. They could become the center of power but they couldn't be the center. In conclusion, I think they should have survived now because they had power and intelligence to continue their civilization. Therefore I only think they couldn't prepare the changes around their environment.",1,
Y,K1209,11574,fv7,Korean,Female,217,4,r,1667,1,121,119,119,"The ruins changed history when researchers proved that a complex urban center in the Americas thrived. But much remains to be discovered about Caral and the Caral-supe valley culture that flourished there for more than thousand years. Ruth Shady Solis, a Peruvian archaeologist from San Marcos University, discovered Caral in 1994, and was stunned by its size and complexity. Shady and her team continue working at Caral but she also dedicates her time and often used her own money to promoting the project with Peru. Finally, they discovered many things in Caral, such as necklaces of snails, the seeds of coca plant, great quantities of cottonseeds, fiber and textiles etc.
It's very important because it's oldest civilization in America. 
","The ruins changed history when researchers proved that a complex urban center in the Americas thrived. But much remains to be discovered about Caral and the Caral-supe valley culture that flourished there for more than thousand years. Ruth Shady Solis, a Peruvian archaeologist from San Marcos University, discovered Caral in 1994, and was stunned by its size and complexity. Shady and her team continue working at Caral but she also dedicates her time and often used her own money to promoting the project with Peru. Finally, they discovered many things in Caral, such as necklaces of snails, the seeds of coca plant, great quantities of cottonseeds, fiber and textiles etc. It's very important because it's oldest civilization in America. ","The ruins changed history when researchers proved that a complex urban center in the Americas thrived. But much remains to be discovered about Caral and the Caral-supe valley culture that flourished there for more than thousand years. Ruth Shady Solis, a Peruvian archaeologist from San Marcos University, discovered Caral in 1994, and was stunned by its size and complexity. Shady and her team continue working at Caral but she also dedicates her time and often used her own money to promoting the project with Peru. Finally, they discovered many things in Caral, such as necklaces of snails, the seeds of coca plant, great quantities of cottonseeds, fiber and textiles etc. It's very important because it's oldest civilization in America. ",1,
Y,S198,11381,cn9,Spanish,Male,217,4,r,1667,1,226,218,224,"First, if Caral is the oldest city in the Americas, that means this city was the first major trade center for the region. Probably in this region started ""business"",they trade food, fish,nets,etc to the other region,first to survive because I think the life in the desert was no easy and second to know about different cultures and food in the same region.

Second,the farmers at Caral found ""the way to redirect rivers into trenches and canals, which
still crisscross the Super Valley today,to bring water to their fields"", that show us, they was very intelligent people beccause change the course of the rivers is not easely and this the way thah they could have water and food. Now, we can understand how the Caral's people can survive in the desert.

Third, this part involve the last two parts because Shady found cottonseeds, fibers, and textiles. They knew how can produce this thinks, probably with the water of the rivers they can started to sow the cotton, and found the way to use this cotton on clothes and nets, then they trade this thinks for food that they didn't have and I think because they was at the center of the region between mountains and coast, every people who needs to travel, they need it to stopped at Caral.","First, if Caral is the oldest city in the Americas, that means this city was the first major trade center for the region. Probably in this region started ""business"",they trade food, fish,nets,etc to the other region,first to survive because I think the life in the desert was no easy and second to know about different cultures and food in the same region. Second,the farmers at Caral found ""the way to redirect rivers into trenches and canals, which still crisscross the Super Valley today,to bring water to their fields"", that show us, they was very intelligent people beccause change the course of the rivers is not easely and this the way thah they could have water and food. Now, we can understand how the Caral's people can survive in the desert. Third, this part involve the last two parts because Shady found cottonseeds, fibers, and textiles. They knew how can produce this thinks, probably with the water of the rivers they can started to sow the cotton, and found the way to use this cotton on clothes and nets, then they trade this thinks for food that they didn't have and I think because they was at the center of the region between mountains and coast, every people who needs to travel, they need it to stopped at Caral.","First, if Caral is the oldest city in the Americas, that means this city was the first major trade center for the region. Probably in this region started ""business"", they trade food, fish, nets, etc to the other region, first to survive because I think the life in the desert was no easy and second to know about different cultures and food in the same region. Second, the farmers at Caral found ""the way to redirect rivers into trenches and canals, which still crisscross the Super Valley today, to bring water to their fields"", that show us, they was very intelligent people beccause change the course of the rivers is not easely and this the way thah they could have water and food. Now, we can understand how the Caral's people can survive in the desert. Third, this part involve the last two parts because Shady found cottonseeds, fibers, and textiles. They knew how can produce this thinks, probably with the water of the rivers they can started to sow the cotton, and found the way to use this cotton on clothes and nets, then they trade this thinks for food that they didn't have and I think because they was at the center of the region between mountains and coast, every people who needs to travel, they need it to stopped at Caral.",1,
Y,C683,11727,ff2,Chinese,Female,228,4,w,1682,1,277,275,275,"I agree with friends are the most important influence on young adults. Friends are the most closest people except parents, and most of the young adults will tell their deepest secrets to their friends.

When children are not at the age to go to school, they stay with their parents every day. At this time, parents influence their children the most. But it just for five to six years. After children go to school, they spend most of their time with their friends. From the moment they go to school, parents can not control their children. 

In Taiwan, students spend nine hours at school. After school, they might go to cram school with their friends, and it costs three hours the most. They only get one or two hours at home with their parents. If their friends are hard-working students, they can learn a lot from them. But if they are students who just think about playing, even they are at cram school, they still cannot learn anything. What friends do, young adults will follow.

When they come to the age of to go to work, the friends in their workplace also will influence them the most. Because they work together; they spend all of their time at a place, or even after work or on weekends. They will learn each other's habits. But this time, they can make decisions by themselves. They will know what can learn, which should not follow.

Because of young adults spend most of their time at school and at work place, the people they get in touch with the most are their friends, so friends influence them the most.","I agree with friends are the most important influence on young adults. Friends are the most closest people except parents, and most of the young adults will tell their deepest secrets to their friends. When children are not at the age to go to school, they stay with their parents every day. At this time, parents influence their children the most. But it just for five to six years. After children go to school, they spend most of their time with their friends. From the moment they go to school, parents can not control their children. In Taiwan, students spend nine hours at school. After school, they might go to cram school with their friends, and it costs three hours the most. They only get one or two hours at home with their parents. If their friends are hard-working students, they can learn a lot from them. But if they are students who just think about playing, even they are at cram school, they still cannot learn anything. What friends do, young adults will follow. When they come to the age of to go to work, the friends in their workplace also will influence them the most. Because they work together; they spend all of their time at a place, or even after work or on weekends. They will learn each other's habits. But this time, they can make decisions by themselves. They will know what can learn, which should not follow. Because of young adults spend most of their time at school and at work place, the people they get in touch with the most are their friends, so friends influence them the most.","I agree with friends are the most important influence on young adults. Friends are the most closest people except parents, and most of the young adults will tell their deepest secrets to their friends. When children are not at the age to go to school, they stay with their parents every day. At this time, parents influence their children the most. But it just for five to six years. After children go to school, they spend most of their time with their friends. From the moment they go to school, parents can not control their children. In Taiwan, students spend nine hours at school. After school, they might go to cram school with their friends, and it costs three hours the most. They only get one or two hours at home with their parents. If their friends are hard-working students, they can learn a lot from them. But if they are students who just think about playing, even they are at cram school, they still cannot learn anything. What friends do, young adults will follow. When they come to the age of to go to work, the friends in their workplace also will influence them the most. Because they work together; they spend all of their time at a place, or even after work or on weekends. They will learn each other's habits. But this time, they can make decisions by themselves. They will know what can learn, which should not follow. Because of young adults spend most of their time at school and at work place, the people they get in touch with the most are their friends, so friends influence them the most.",2,All responses chose same topic
Y,K1241,11720,gv1,Korean,Male,228,4,w,1682,1,202,199,198,"Almost all people's life affects easily by other people, even though people is different each other. We usually grow up with family and friend, but I think family affects really to us. I want to compare friends and family in life.

 First, Our personality resemble parents. While I was growing up, I knew about my family's personality. When I decided I will not resemble my parent's one, but now I think my personality is close with parents. My friends are good people and have good personality, but now we have different character . 

 Second, Our decision such as future discuss with family. I want to get financial job, surely it affected my father. My father worked in stock option company, and I have seen his life, while I was growing up. Actually, I talk with my friend about serious problem such as getting a job, but I decide my future with my parents. 

 Individually, people's thinking is very different, so someone may say, ""I affected my friend in life."" Even though people affected friend, I think the family is the most important influence in our life. I want to say that all of society is based on the family.","Almost all people's life affects easily by other people, even though people is different each other. We usually grow up with family and friend, but I think family affects really to us. I want to compare friends and family in life. First, Our personality resemble parents. While I was growing up, I knew about my family's personality. When I decided I will not resemble my parent's one, but now I think my personality is close with parents. My friends are good people and have good personality, but now we have different character . Second, Our decision such as future discuss with family. I want to get financial job, surely it affected my father. My father worked in stock option company, and I have seen his life, while I was growing up. Actually, I talk with my friend about serious problem such as getting a job, but I decide my future with my parents. Individually, people's thinking is very different, so someone may say, ""I affected my friend in life."" Even though people affected friend, I think the family is the most important influence in our life. I want to say that all of society is based on the family.","Almost all people's life affects easily by other people, even though people is different each other. We usually grow up with family and friend, but I think family affects really to us. I want to compare friends and family in life. First, Our personality resemble parents. While I was growing up, I knew about my family's personality. When I decided I will not resemble my parent's one, but now I think my personality is close with parents. My friends are good people and have good personality, but now we have different character. Second, Our decision such as future discuss with family. I want to get financial job, surely it affected my father. My father worked in stock option company, and I have seen his life, while I was growing up. Actually, I talk with my friend about serious problem such as getting a job, but I decide my future with my parents. Individually, people's thinking is very different, so someone may say, ""I affected my friend in life."" Even though people affected friend, I think the family is the most important influence in our life. I want to say that all of society is based on the family.",2,
Y,K1243,11729,fv7,Korean,Female,228,4,w,1682,1,105,104,104,"I agree with friends are the most import influence on young adults. I think young adults is young people. i think that they are the most influence is more friends than family. I can give several reasons.

First of all, they usually spend time with their school. so, their relationship is sensitive and curious for them. and They can first lean their relationship of society from school and their friends. 
secondly, they want to keep communicate with their friends. even though their parents can be friends, that has limited for them. they sometime have their secret wi. but they need that their parent's support.","I agree with friends are the most import influence on young adults. I think young adults is young people. i think that they are the most influence is more friends than family. I can give several reasons. First of all, they usually spend time with their school. so, their relationship is sensitive and curious for them. and They can first lean their relationship of society from school and their friends. secondly, they want to keep communicate with their friends. even though their parents can be friends, that has limited for them. they sometime have their secret wi. but they need that their parent's support.","I agree with friends are the most import influence on young adults. I think young adults is young people. i think that they are the most influence is more friends than family. I can give several reasons. First of all, they usually spend time with their school. so, their relationship is sensitive and curious for them. and They can first lean their relationship of society from school and their friends. secondly, they want to keep communicate with their friends. even though their parents can be friends, that has limited for them. they sometime have their secret wi. but they need that their parent's support.",2,
Y,S208,11728,cn9,Spanish,Male,228,4,w,1682,1,400,377,377,"
In this moment, is very difficult to know what is the most important influence on young adults, because now the young adults spend more time with their friends than their parents. The parents need more money because every day the prices increase, sometimes they don't want to spend time with their children or they prefer solve their problems before that they thought in their children. Why that is happen?

First, because parents need to earn more money to pay bills, pay young adults education, pay the house and the food. That means they need to spend more time in their jobs and spend less time with their sons. Then the young adults share the most part of their life with their friend. Sometimes, they learn about the life with their experiences or their friends experiences and don't have guide to solve their problems, because their parents don't have enough time to explain and teach about the best way to solve this problems like tobacco use, alcohol or sexual behavior.

Second, most of the parents don't want to spend more time with their children. In this country I don't understand why the parents always think about when their children grow up and go to high school as far as they can. They have children only to continue the race. In my country we spend the most part of our life with our parents. That means we learn a lot of items because our parents teach us. The most of young adults in my country try to study near to their parents house that they can to spend more time with their parents.

Third, the couples have a lot of troubles and they think first how to solve their problems, how to avoid the divorce or sometimes they prefer divorce to avoid more fights. In this process they don't take care their children and young adults. The children and young adults spend this time with their friends. 

In conclusion, I think in my country the family play a very important role in our education and have the most important influence on young adults that their friends. The family is the support of our life whereas in this country I think the support of young adults life are their friends.","In this moment, is very difficult to know what is the most important influence on young adults, because now the young adults spend more time with their friends than their parents. The parents need more money because every day the prices increase, sometimes they don't want to spend time with their children or they prefer solve their problems before that they thought in their children. Why that is happen? First, because parents need to earn more money to pay bills, pay young adults education, pay the house and the food. That means they need to spend more time in their jobs and spend less time with their sons. Then the young adults share the most part of their life with their friend. Sometimes, they learn about the life with their experiences or their friends experiences and don't have guide to solve their problems, because their parents don't have enough time to explain and teach about the best way to solve this problems like tobacco use, alcohol or sexual behavior. Second, most of the parents don't want to spend more time with their children. In this country I don't understand why the parents always think about when their children grow up and go to high school as far as they can. They have children only to continue the race. In my country we spend the most part of our life with our parents. That means we learn a lot of items because our parents teach us. The most of young adults in my country try to study near to their parents house that they can to spend more time with their parents. Third, the couples have a lot of troubles and they think first how to solve their problems, how to avoid the divorce or sometimes they prefer divorce to avoid more fights. In this process they don't take care their children and young adults. The children and young adults spend this time with their friends. In conclusion, I think in my country the family play a very important role in our education and have the most important influence on young adults that their friends. The family is the support of our life whereas in this country I think the support of young adults life are their friends.","In this moment, is very difficult to know what is the most important influence on young adults, because now the young adults spend more time with their friends than their parents. The parents need more money because every day the prices increase, sometimes they don't want to spend time with their children or they prefer solve their problems before that they thought in their children. Why that is happen? First, because parents need to earn more money to pay bills, pay young adults education, pay the house and the food. That means they need to spend more time in their jobs and spend less time with their sons. Then the young adults share the most part of their life with their friend. Sometimes, they learn about the life with their experiences or their friends experiences and don't have guide to solve their problems, because their parents don't have enough time to explain and teach about the best way to solve this problems like tobacco use, alcohol or sexual behavior. Second, most of the parents don't want to spend more time with their children. In this country I don't understand why the parents always think about when their children grow up and go to high school as far as they can. They have children only to continue the race. In my country we spend the most part of our life with our parents. That means we learn a lot of items because our parents teach us. The most of young adults in my country try to study near to their parents house that they can to spend more time with their parents. Third, the couples have a lot of troubles and they think first how to solve their problems, how to avoid the divorce or sometimes they prefer divorce to avoid more fights. In this process they don't take care their children and young adults. The children and young adults spend this time with their friends. In conclusion, I think in my country the family play a very important role in our education and have the most important influence on young adults that their friends. The family is the support of our life whereas in this country I think the support of young adults life are their friends.",2,
Y,C691,11752,el9,Chinese,Female,283,4,w,1683,1,158,133,133,"
There are three reasons that I would love to live in the present period of time are developing of technology, Satisfied the current circumstances, and good medication to maintain life.
First, current technologies are enough for people to live in a good life, for instance, human invent cars, which give us more convenient than ancient age. Computer network makes world smaller, and becoming global society. My friends and I can keep in touch frequently, no matter where I am. Whenever I miss my parents, I can just use web-cam to connect them. I feel like I am still at home without getting homesick. The invention of Internet also helps travelers safe lots money, such as, because of Internet international calls are lesser expensive than it used to be.
Additionally, I am very s","There are three reasons that I would love to live in the present period of time are developing of technology, Satisfied the current circumstances, and good medication to maintain life. First, current technologies are enough for people to live in a good life, for instance, human invent cars, which give us more convenient than ancient age. Computer network makes world smaller, and becoming global society. My friends and I can keep in touch frequently, no matter where I am. Whenever I miss my parents, I can just use web-cam to connect them. I feel like I am still at home without getting homesick. The invention of Internet also helps travelers safe lots money, such as, because of Internet international calls are lesser expensive than it used to be. Additionally, I am very s","There are three reasons that I would love to live in the present period of time are developing of technology, Satisfied the current circumstances, and good medication to maintain life. First, current technologies are enough for people to live in a good life, for instance, human invent cars, which give us more convenient than ancient age. Computer network makes world smaller, and becoming global society. My friends and I can keep in touch frequently, no matter where I am. Whenever I miss my parents, I can just use web-cam to connect them. I feel like I am still at home without getting homesick. The invention of Internet also helps travelers safe lots money, such as, because of Internet international calls are lesser expensive than it used to be. Additionally, I am very s",2,
Y,C692,11755,dt4,Chinese,Female,283,4,w,1683,1,114,87,89,"
I think live in the future would be excited. There are several reasons for my choice. First of all, I can learn a lot of new technologies. Such as how to make time machine. If I can make time machine, I can use it to shuttle back and forth past or future.;I can change my life.;I can correct my mistake. In addition, I don't need to do housework by myself. I can use robot to do it. Finally, I can find new medicine to save my family.","I think live in the future would be excited. There are several reasons for my choice. First of all, I can learn a lot of new technologies. Such as how to make time machine. If I can make time machine, I can use it to shuttle back and forth past or future.;I can change my life.;I can correct my mistake. In addition, I don't need to do housework by myself. I can use robot to do it. Finally, I can find new medicine to save my family.","I think live in the future would be excited. There are several reasons for my choice. First of all, I can learn a lot of new technologies. Such as how to make time machine. If I can make time machine, I can use it to shuttle back and forth past or future. I can change my life. I can correct my mistake. In addition, I don't need to do housework by myself. I can use robot to do it. Finally, I can find new medicine to save my family.",2,
Y,C693,11758,fk9,Chinese,Male,283,4,w,1683,1,114,99,102,"




l like to live in the today ,, because I am happy.There are three reasons. First of all, I have a job which I like ,.I am a Chinese teacher in the Middle Shool.when I go into the class, I look at students' faces, I would theach them. Second ,,I can do my favorite sports , After I go home, I will visit our friends to play volleyball, I fell relax.Third ,l have a hppy family, my wife is a very nice woman, we love deeply each other.I have a cute son.when we stay together, we are very happy.","l like to live in the today ,, because I am happy.There are three reasons. First of all, I have a job which I like ,.I am a Chinese teacher in the Middle Shool.when I go into the class, I look at students' faces, I would theach them. Second ,,I can do my favorite sports , After I go home, I will visit our friends to play volleyball, I fell relax.Third ,l have a hppy family, my wife is a very nice woman, we love deeply each other.I have a cute son.when we stay together, we are very happy.","l like to live in the today, because I am happy. There are three reasons. First of all, I have a job which I like, I am a Chinese teacher in the Middle Shool. when I go into the class, I look at students' faces, I would theach them. Second, I can do my favorite sports, After I go home, I will visit our friends to play volleyball, I fell relax. Third, l have a hppy family, my wife is a very nice woman, we love deeply each other. I have a cute son. when we stay together, we are very happy.",2,
Y,K1250,11749,df9,Korean,Female,283,4,w,1683,1,183,160,160,"


I'd like to live future time because it would be fantastic. There are some reasons for my choices. First of all, we can make advanced medical technology in the future. Lots of people who are suffer from cancer now they might not die because of just one pill without any tough operation in future time. Current many doctors and scientists research and study about medical technology. And another reason I thought is new technology in the kitchen. Many wives who live this period should do many kinds housework by them selves although there are comfortable machines. Because they are not nearly as much helpful as wives hands. In my case, I always have trouble with dish washer. It doesn't work clean as my hands and what is worse, I should pay expensive electric charge when I use that machine. In the future maybe I can do kitchen works with machine's helping. So I'd like to live in the future period.","I'd like to live future time because it would be fantastic. There are some reasons for my choices. First of all, we can make advanced medical technology in the future. Lots of people who are suffer from cancer now they might not die because of just one pill without any tough operation in future time. Current many doctors and scientists research and study about medical technology. And another reason I thought is new technology in the kitchen. Many wives who live this period should do many kinds housework by them selves although there are comfortable machines. Because they are not nearly as much helpful as wives hands. In my case, I always have trouble with dish washer. It doesn't work clean as my hands and what is worse, I should pay expensive electric charge when I use that machine. In the future maybe I can do kitchen works with machine's helping. So I'd like to live in the future period.","I'd like to live future time because it would be fantastic. There are some reasons for my choices. First of all, we can make advanced medical technology in the future. Lots of people who are suffer from cancer now they might not die because of just one pill without any tough operation in future time. Current many doctors and scientists research and study about medical technology. And another reason I thought is new technology in the kitchen. Many wives who live this period should do many kinds housework by them selves although there are comfortable machines. Because they are not nearly as much helpful as wives hands. In my case, I always have trouble with dish washer. It doesn't work clean as my hands and what is worse, I should pay expensive electric charge when I use that machine. In the future maybe I can do kitchen works with machine's helping. So I'd like to live in the future period.",2,
Y,S211,11756,fa2,Spanish,Female,283,4,w,1683,1,95,82,82,"


Here are several reasons because I prefer to life at the present. First of all, I think that living at the moment is more exciting because I like when something new is coming. Also, I don't like to worry about the future because that makes feel that I don't have life. In addition, I think that living at the present makes me enjoy more the life with my friends and family. Finally, I think that living at the present makes feel lively.","Here are several reasons because I prefer to life at the present. First of all, I think that living at the moment is more exciting because I like when something new is coming. Also, I don't like to worry about the future because that makes feel that I don't have life. In addition, I think that living at the present makes me enjoy more the life with my friends and family. Finally, I think that living at the present makes feel lively.","Here are several reasons because I prefer to life at the present. First of all, I think that living at the moment is more exciting because I like when something new is coming. Also, I don't like to worry about the future because that makes feel that I don't have life. In addition, I think that living at the present makes me enjoy more the life with my friends and family. Finally, I think that living at the present makes feel lively.",2,
Y,S212,11757,fs4,Spanish,Male,283,4,w,1683,1,222,191,191,"
If I could live in any time period, I'm sure I'd never change the preset for another period. I'm afraid of what I don't know, and I think this is not bad period to live. Now days, if we have the lucky to live in a occidental country, you can live a nice and successful and life. But if I cannot live in the present, I 'd live in the past. We know many things about the past because of history classes, the documents, the movies, and it doesn't matter to me if I'd live in the S XVII in Venice of Florencia, or to be a roman in the beginnings of the years. Maybe this kind of live is harder than we think about, but I'd try to do my live in the better way I'd can. But what I'm so sure is that I'd never go to the future. This is an unknow period, and maybe the humanity is always in catastrophic problems, or the machines dominate humans, Well I don't know, maybe the life is beautiful, but any case I don't want to go there to discover it.","If I could live in any time period, I'm sure I'd never change the preset for another period. I'm afraid of what I don't know, and I think this is not bad period to live. Now days, if we have the lucky to live in a occidental country, you can live a nice and successful and life. But if I cannot live in the present, I 'd live in the past. We know many things about the past because of history classes, the documents, the movies, and it doesn't matter to me if I'd live in the S XVII in Venice of Florencia, or to be a roman in the beginnings of the years. Maybe this kind of live is harder than we think about, but I'd try to do my live in the better way I'd can. But what I'm so sure is that I'd never go to the future. This is an unknow period, and maybe the humanity is always in catastrophic problems, or the machines dominate humans, Well I don't know, maybe the life is beautiful, but any case I don't want to go there to discover it.","If I could live in any time period, I'm sure I'd never change the preset for another period. I'm afraid of what I don't know, and I think this is not bad period to live. Now days, if we have the lucky to live in a occidental country, you can live a nice and successful and life. But if I cannot live in the present, I 'd live in the past. We know many things about the past because of history classes, the documents, the movies, and it doesn't matter to me if I'd live in the S XVII in Venice of Florencia, or to be a roman in the beginnings of the years. Maybe this kind of live is harder than we think about, but I'd try to do my live in the better way I'd can. But what I'm so sure is that I'd never go to the future. This is an unknow period, and maybe the humanity is always in catastrophic problems, or the machines dominate humans, Well I don't know, maybe the life is beautiful, but any case I don't want to go there to discover it.",2,
Y,C704,11798,dt4,Chinese,Female,316,4,g,1734,1,93,93,93,"I met my friend Cindy while I was living in Pittsburgh. We were walking while it was raining. We decided to get into the coffee shop. When we arrived at coffee shop, we sat the same table. When we waited for the coffee, she asked me several questions. While we were talking with each other, we found a lot of same hobbies. She invited me to play basketballs When we drinking the coffee. When we decided to play basketballs, we left the coffee shop. The rain stopped when we left the coffee shop.","I met my friend Cindy while I was living in Pittsburgh. We were walking while it was raining. We decided to get into the coffee shop. When we arrived at coffee shop, we sat the same table. When we waited for the coffee, she asked me several questions. While we were talking with each other, we found a lot of same hobbies. She invited me to play basketballs When we drinking the coffee. When we decided to play basketballs, we left the coffee shop. The rain stopped when we left the coffee shop.","I met my friend Cindy while I was living in Pittsburgh. We were walking while it was raining. We decided to get into the coffee shop. When we arrived at coffee shop, we sat the same table. When we waited for the coffee, she asked me several questions. While we were talking with each other, we found a lot of same hobbies. She invited me to play basketballs When we drinking the coffee. When we decided to play basketballs, we left the coffee shop. The rain stopped when we left the coffee shop.",2,Friend question
Y,C708,11824,bl7,Chinese,Female,316,4,g,1734,2,183,184,184,"The relationship between man and woman is the most marvelous thing in the world. Last Jane, I attended to my elementary music school alumni association ceremony while I was still living in my hometown. In this beautiful party, I met my boyfriend, Paul, was one of my classmates, again, while I was working so hard and so painful everyday. He came to the United States after he graduated from the school and never went back to his country. We never met each other after we left the school almost 15 years. When I saw him, I thought he was a handsome man now, not that one of a little silly boy in my memory anymore. And the weirdest thing happened, we talked and laugh like old friends, like we have known each other for our entire life. After the party, we still contacted everyday until he came back the United States in last July. The distance between Taiwan and the United States is so long and we couldn't handle the lovesickness anymore. Consequently, that is why I have already been here about 1 year.
","The relationship between man and woman is the most marvelous thing in the world. Last Jane, I attended to my elementary music school alumni association ceremony while I was still living in my hometown. In this beautiful party, I met my boyfriend, Paul, was one of my classmates, again, while I was working so hard and so painful everyday. He came to the United States after he graduated from the school and never went back to his country. We never met each other after we left the school almost 15 years. When I saw him, I thought he was a handsome man now, not that one of a little silly boy in my memory anymore. And the weirdest thing happened, we talked and laugh like old friends, like we have known each other for our entire life. After the party, we still contacted everyday until he came back the United States in last July. The distance between Taiwan and the United States is so long and we couldn't handle the lovesickness anymore. Consequently, that is why I have already been here about 1 year.","The relationship between man and woman is the most marvelous thing in the world. Last Jane, I attended to my elementary music school alumni association ceremony while I was still living in my hometown. In this beautiful party, I met my boyfriend, Paul, was one of my classmates, again, while I was working so hard and so painful everyday. He came to the United States after he graduated from the school and never went back to his country. We never met each other after we left the school almost 15 years. When I saw him, I thought he was a handsome man now, not that one of a little silly boy in my memory anymore. And the weirdest thing happened, we talked and laugh like old friends, like we have known each other for our entire life. After the party, we still contacted everyday until he came back the United States in last July. The distance between Taiwan and the United States is so long and we couldn't handle the lovesickness anymore. Consequently, that is why I have already been here about 1 year.",2,
Y,K1267,11816,be2,Korean,Male,316,4,g,1734,2,182,187,187,"I moved to the U.S.A. in Feb, 2007. When I enrolled the middle school, I first studied English. My older sister got married in 1969 when I graduated the middle school in 1968. While I was playing soccer at my high school. I met my best friend. When I got a job in 1980, I graduated from the university in 1981. While I was working at a company, I learned how to play golf. I met a beautiful girl, who is now my wife, at the Seolak mountain, while I was climbing the mountain. While I was reading a newspaper, my son was playing on the computer. I had my daughter in 1988 when I worked at the Hyundai construction co., ltd. My daughter was working on a part time job when she was studying at a university. When my mother died at home in 1997, I cried along with my family. My daughter graduated at a high school in Pittsburgh while I was working at a company in Korea. My nephew was arriving in Pittsburgh while I was studying at ELI on the last summer semester.","I moved to the U.S.A. in Feb, 2007. When I enrolled the middle school, I first studied English. My older sister got married in 1969 when I graduated the middle school in 1968. While I was playing soccer at my high school. I met my best friend. When I got a job in 1980, I graduated from the university in 1981. While I was working at a company, I learned how to play golf. I met a beautiful girl, who is now my wife, at the Seolak mountain, while I was climbing the mountain. While I was reading a newspaper, my son was playing on the computer. I had my daughter in 1988 when I worked at the Hyundai construction co., ltd. My daughter was working on a part time job when she was studying at a university. When my mother died at home in 1997, I cried along with my family. My daughter graduated at a high school in Pittsburgh while I was working at a company in Korea. My nephew was arriving in Pittsburgh while I was studying at ELI on the last summer semester.","I moved to the U.S.A. in Feb, 2007. When I enrolled the middle school, I first studied English. My older sister got married in 1969 when I graduated the middle school in 1968. While I was playing soccer at my high school. I met my best friend. When I got a job in 1980, I graduated from the university in 1981. While I was working at a company, I learned how to play golf. I met a beautiful girl, who is now my wife, at the Seolak mountain, while I was climbing the mountain. While I was reading a newspaper, my son was playing on the computer. I had my daughter in 1988 when I worked at the Hyundai construction co., ltd. My daughter was working on a part time job when she was studying at a university. When my mother died at home in 1997, I cried along with my family. My daughter graduated at a high school in Pittsburgh while I was working at a company in Korea. My nephew was arriving in Pittsburgh while I was studying at ELI on the last summer semester.",2,
